,State,City,Zip,Address,Phone,Name
260,Arizona,Chandler,85225,375 East Elliot Road,(480) 814-7789,Arizonas Children Association
261,Arizona,Chandler,85224,1600 West Chandler Boulevard,(480) 543-6760,Banner Behavioral Health Hospital Chandler Campus
262,Arizona,Chandler,85249,2955 East Mahogany Place,(866) 994-7873,Exhale PTSD Recovery
263,Arizona,Chandler,85224,335 North Alma School Road,(480) 641-1165,Lifeline Professional Counseling Servs
264,Arizona,Chandler,85225,760 East Stottler Place,(480) 722-2730,New Horizon Youth Homes Inc Stottler House
265,Arizona,Chandler,85225,2190 North Grace Boulevard,(480) 470-0069,Oasis Behavioral Health Hospital
266,Arizona,Chandler,85225,3140 North Arizona Avenue,(480) 497-4040,Southwest Network Chandler
267,Arizona,Chandler,85224,1465 West Chandler Boulevard,(480) 786-8200,Southwest Network San Tan
268,Arizona,Chino Valley,86323,555 West Road 3 North,(928) 445-5211,West Yavapai Guidance Clinic Chino Valley Clinic
269,Arizona,Clifton,85533,10 A Ward Canyon Road,(928) 865-4531,Southeastern Arizona Behavioral Health Services Inc (SEABHS)
270,Arizona,Coolidge,85128,556 South Arizona Boulevard,(520) 723-7405,Pinal Hispanic Council
271,Arizona,Cottonwood,86326,651 Mingus Street,(928) 634-2236,Spectrum Healthcare
272,Arizona,Cottonwood,86326,8 East Cottonwood Street,(928) 634-2236,Spectrum Healthcare
273,Arizona,Cottonwood,86326,8 East Cottonwood Street,(928) 634-2236,Spectrum Healthcare Womans World
274,Arizona,Dewey,86327,100 South Dewey Road,(602) 335-2000,Mingus Mountain Academy Farrington House
275,Arizona,Douglas,85607,1019 F Avenue,(520) 645-0389,Caring Connections for Special Needs LCC
276,Arizona,Douglas,85607,1701 North Douglas Avenue,(520) 366-3133,Community Health Associates
277,Arizona,Douglas,85607,1940 East 11th Street,(520) 364-4508,Pinal Hispanic Council
278,Arizona,Douglas,85607,936 F Avenue,(520) 364-3630,Southeastern Arizona Behavioral Health Services Inc (SEABHS)
279,Arizona,El Mirage,85335,11836 West Rosewood Drive,(480) 722-2730,EL MIRAGE New Horizon Youth Homes Inc
280,Arizona,Eloy,85131,107 East 4th Street,(520) 466-7765,Pinal Hispanic Council
281,Arizona,Flagstaff,86001,906 West University Avenue,(928) 527-1000,Arizonas Children Association Flagstaff Office
282,Arizona,Flagstaff,86001,1200 North Beaver Street,(928) 779-3366,Flagstaff Medical Center Behavioral Health Services
283,Arizona,Flagstaff,86004,2187 North Vickey Street,(928) 527-1899,Guidance Center
284,Arizona,Flagstaff,86004,2695 East Industrial Drive,(928) 527-1899,Guidance Center
285,Arizona,Flagstaff,86004,1500 East Cedar Avenue,(928) 773-1245x260,Native Americans for Community Action Family Health Center
286,Arizona,Flagstaff,86001,1300 West University Avenue,(928) 226-1056,Prescott VAMC Flagstaff CBOC
287,Arizona,Flagstaff,86004,8800 North Marys Drive,(928) 777-3280,Sequel Care of Arizona Eagle Ridge
288,Arizona,Flagstaff,86004,1515 East Cedar Avenue,(928) 779-4550,Southwest Behavioral Health Services
289,Arizona,Florence,85132,225 South Orlando Street,(602) 234-3733,Arizonas Children Association
290,Arizona,Ganado,86505,Highways 191 and 264,(928) 755-4586,Hospital Behav Health Clinic
291,Arizona,Gilbert,85234,2450 East Guadalupe Road,(480) 907-6818,2nd Chance Treatment Center
292,Arizona,Gilbert,85234,1420 North Greenfield Road,(480) 474-2263,Arizonas Children Association
293,Arizona,Gilbert,85297,3271 East Queen Creek Road,(480) 550-3193,Resilient Health Higley Road
294,Arizona,Gilbert,85298,6229 South Moccasin Trail,(480) 457-8742,CHLD SNR YAD Tilda Manor
295,Arizona,Gilbert,85297,3583 East Wildhorse Drive,(480) 988-5611,Tilda Manor
296,Arizona,Gilbert,85298,5985 South Mack Court,(480) 457-8297,Tilda Manor
297,Arizona,Gilbert,85298,5045 South Tatum Lane,(480) 616-0133,Touch Angels Behav Healthcare LLC Touch Angels LLC
298,Arizona,Glendale,85302,8581 North 61st Avenue,(623) 934-1991,A New Leaf Inc
299,Arizona,Glendale,85306,6627 West Kings Road,(623) 487-0420,Arizona Healthcare Contract Management Services Inc/Kings House
300,Arizona,Glendale,85304,4301 West Windrose Drive,(602) 993-0374,Arizona Healthcare Contract Management Services Inc/North Woods Residential
301,Arizona,Glendale,85303,6835 West Oregon Avenue,(623) 846-1798,Arizona Healthcare Contract Management Services Inc/Oregon House
302,Arizona,Glendale,85305,8851 West Northview Avenue,(602) 200-9494,Arizona Mentor Echo
303,Arizona,Glendale,85308,18244 North 39th Drive,(602) 200-9494,Arizona Mentor Union Hills
304,Arizona,Glendale,85302,6015 West Peoria Avenue,(623) 344-4400,Aurora Behavioral Health System
305,Arizona,Glendale,85306,5555 West Thunderbird Road,(602) 865-5555,Banner Thunderbird Medical Center Banner Thunderbird Behavioral Health
306,Arizona,Glendale,85308,17604 North 39th Avenue,(602) 761-2430,Community Connections LLC 39th Avenue
307,Arizona,Glendale,85308,18001 North 79th Avenue,(623) 848-8863,Hope Community Services Formerly West Valley Child Crisis Ctr
308,Arizona,Glendale,85302,4425 West Olive Avenue,(480) 784-1514,La Frontera Arizona EMPACT SPC
309,Arizona,Glendale,85308,17235 North 75th Avenue,(480) 641-1165,Lifeline Professional Counseling Servs
310,Arizona,Glendale,85302,6153 West Olive Avenue,(602) 685-6000,Terros Health Glendale Primary Care and Csl
311,Arizona,Globe,85501,415 West Baseline Spur,(928) 402-9297,Horizon Health and Wellness Globe Office
312,Arizona,Goodyear,85395,14441 West McDowell Road,(480) 516-8037,Genhealth LLC
313,Arizona,Green Valley,85622,275 West Continental Road,(520) 628-4000,GREEN VALLEY Community Health Associates
314,Arizona,Green Valley,85614,1660 West Commerce Point Place,(520) 625-3835,COPE Community Services Inc
315,Arizona,Hereford,85615,8360 South Highway 92,(520) 378-6691,Marys Mission and Development Center
316,Arizona,Kearny,85137,374 Alden Road,(520) 363-9578,Horizon Health and Wellness
317,Arizona,Kingman,86409,915 Airway Street,(928) 718-4800x6641,Mohave Mental Health Clinic Inc
318,Arizona,Kingman,86409,1741 Sycamore Avenue,(928) 757-8111x3100,Mohave Mental Health Clinic Inc
319,Arizona,Kingman,86401,3240 Hualapai Mountain Road,(928) 777-3280,Sequel Care of Arizona
320,Arizona,Kingman,86401,2215 Hualapai Mountain Road,(928) 753-9387,Southwest Behavioral Health Services
321,Arizona,Lake Havasu City,86403,1407 McCulloch Boulevard North,(928) 680-4458,LAKE HAVASU CITY Arizonas Children Association
322,Arizona,Lake Havasu City,86403,151 Riviera Drive,(928) 757-8111x6641,Mohave Mental Health Clinic Inc Children and Family Services
323,Arizona,Lake Havasu City,86403,1845 McCulloch Boulevard,(928) 453-2661,Southwest Behavioral Health Services
324,Arizona,Lakeside,85929,1920 West Commerce Drive,(928) 368-4110,ChangePoint Psychiatric Hospital
325,Arizona,Laveen,85339,7223 South 71st Lane,(602) 200-9494,Arizona Mentor Desert Wind
326,Arizona,Laveen,85339,5621 South 51st Drive,(602) 200-9494,Arizona Mentor Hawthorne
327,Arizona,Laveen,85339,11629 South 43rd Avenue,(602) 249-6674,Destiny Sober Living Carver Ranch
328,Arizona,Marana,85653,13395 North Marana Main Street,(520) 682-1091,MHC Healthcare Behavioral Health
329,Arizona,Maricopa,85139,21476  North John Wayne Parkway,(480) 784-1514,La Frontera Arizona EMPACT SPC
330,Arizona,Mayer,86333,13690 South Burton Road,(928) 632-4602x1140,Spring Ridge Academy
331,Arizona,Mesa,85203,1655 East University Drive,(480) 969-6955,A New Leaf Inc Dorothy B Mitchell Counseling Center
332,Arizona,Mesa,85203,1829 East 2nd Street,(480) 464-7533,Arizona Healthcare Contract Management Services Inc/Quail Creek Residential
333,Arizona,Mesa,85209,7561 East Keats Avenue,(602) 200-9494,Arizona Mentor Keats
334,Arizona,Mesa,85203,1345 East Main Street,(480) 814-7789,Arizonas Children Association
335,Arizona,Mesa,85202,2204 South Dobson Road,(602) 230-7373,Bayless Integrated Healthcare Dobson Ranch
336,Arizona,Mesa,85210,358 East Javelina Avenue,(480) 507-3180,Community Bridges Inc CPEC OSC
337,Arizona,Mesa,85207,6915 East Main Street,(602) 808-2800,Lifewell Behavioral Wellness
338,Arizona,Mesa,85201,262 East University Drive,(602) 808-2800,Lifewell Behavioral Wellness
339,Arizona,Mesa,85206,4250 East Florian Avenue,(480) 844-1653,Marc Community Resources
340,Arizona,Mesa,85201,570 West Brown Road,(480) 344-2000,Maricopa Medical Center Desert Vista Behavioral Health Center
341,Arizona,Mesa,85205,4330 East University Drive,(480) 218-3280,Partners in Recovery LLC
342,Arizona,Mesa,85203,1050 East University Drive,(480) 833-0803,Positive Change Institute Inc
343,Arizona,Mesa,85210,1830 South Alma School Road,(480) 902-0771x124,SEEK Arizona
344,Arizona,Mesa,85202,1255 West Baseline Road,(480) 820-5422,Southwest Behavioral Health Services Mesa Clinic
345,Arizona,Mesa,85205,4225 East University Drive,(480) 829-6020,Southwest Behavioral Health Services The Villages Residential
346,Arizona,Mesa,85201,1310 West University Drive,(480) 649-3642,Stand Together and Recover Centers
347,Arizona,Mesa,85204,1111 South Stapley Drive,(602) 302-7900,Terros Health Stapley Counseling
348,Arizona,Mesa,85204,3228 East Isabella Avenue,(480) 926-2041,Tilda Manor
349,Arizona,Mesa,85207,1404 North Ananea Street,(480) 830-8588,Tilda Manor
350,Arizona,Mesa,85210,2150 South Country Club Drive,(866) 207-3882,DBA Touchstone Health Services
351,Arizona,Mesa,85212,4135 South Power Road,(602) 258-6797,Valle del Sol
352,Arizona,Mesa,85201,334 West 10th Place,(602) 258-6797,Valle del Sol
353,Arizona,Nogales,85621,1860 North State Drive,(602) 234-3733,Arizonas Children Association
354,Arizona,Nogales,85621,32 Boulevard Del Rey David,(520) 394-7400,Community Health Associates Nogales
355,Arizona,Nogales,85621,272 and 276 West View Point Drive,(520) 281-0678,Intermountain Health Centers Inc
356,Arizona,Nogales,85621,275 North Grand Court Plaza,(520) 287-0015x4102,Pinal Hispanic Council
357,Arizona,Nogales,85621,1891 North Mastick Way,(520) 375-5300,Southeastern Arizona Behavioral Health Services Inc (SEABHS)
358,Arizona,Oracle,85623,980 East Mount Lemmon Highway,(520) 896-6019,Horizon Health and Wellness
359,Arizona,Page,86040,467 Vista Avenue,(928) 645-8123x2212,Canyonlands Healthcare Lake Powell Medical Center
360,Arizona,Page,86040,463 South Lake Powell Boulevard,(928) 645-5113,Encompass Health Services
361,Arizona,Parker,85344,1516 Ocotillo Avenue,(928) 669-5319,Community Health Associates
362,Arizona,Payson,85541,600 East Highway 260,(520) 686-9077,Caring Connections for Special Needs LLC
363,Arizona,Payson,85541,404 West Aero Drive,(928) 474-3303x3907,Southwest Behavioral and Health Servs Aero Outpatient
364,Arizona,Payson,85541,8985 West Stageline Road,(928) 468-2399,Southwest Behavioral and Health Servs Round Valley Residential
365,Arizona,Peoria,85381,12502 North 85th Lane,(602) 200-9494,Arizona Mentor Jasmine
366,Arizona,Peoria,85382,9007 West Deanna Drive,(602) 200-9494,Arizona Mentor Miracle
367,Arizona,Peoria,85381,14100 North 83rd Avenue,(623) 583-0232,Partners in Recovery LLC West Valley Campus
368,Arizona,Peoria,85382,9051 West Kelton Lane,(602) 266-8402,Southwest Network Bell Road
369,Arizona,Phoenix,85032,16620 North 40th Street,(602) 464-9576,2nd Chance Treatment Center
370,Arizona,Phoenix,85033,6535 West Camelback Road,(623) 231-5535,2nd Chance Treatment Center
371,Arizona,Phoenix,85048,16515 South 40th Street,(480) 272-8450,Ahwatukee Health and Recovery
372,Arizona,Phoenix,85013,4205 North 7th Avenue,(602) 253-8488,Arizona Center for Change
373,Arizona,Phoenix,85053,3048 West Crocus Drive,(602) 866-7899,Arizona Healthcare Contract Management Services Inc/Crocus House
374,Arizona,Phoenix,85051,7722 NW 42nd Avenue,(623) 847-0999,Arizona Healthcare Contract Management Services Inc/Hayward
375,Arizona,Phoenix,85051,10010 North 36th Avenue,(602) 866-7071,Arizona Healthcare Contract Management Services Inc/Ironwood
376,Arizona,Phoenix,85015,2208 West Keim Drive,(602) 230-2222,Arizona Healthcare Contract Management Services Inc/Keim House
377,Arizona,Phoenix,85019,5344 North 40th Lane,(602) 249-4758,Arizona Healthcare Contract Management Services Inc/Six Pine
378,Arizona,Phoenix,85021,2022 West State Avenue,(602) 246-9409,Arizona Healthcare Contract Management Services Inc/State House
379,Arizona,Phoenix,85020,1018 East El Caminito Drive,(602) 944-3453,Arizona Healthcare Contract Management Services Inc/Ward Manor
380,Arizona,Phoenix,85037,2413 North 92nd Lane,(602) 200-9494,Arizona Mentor Aztec
381,Arizona,Phoenix,85028,12002 North 28th Street,(602) 200-9494,Arizona Mentor Cactus
382,Arizona,Phoenix,85037,9131 West Cambridge Avenue,(602) 200-9494,Arizona Mentor Cambridge
383,Arizona,Phoenix,85037,9287 West Belvoir Road,(602) 200-9494,Arizona Mentor Chestnut
384,Arizona,Phoenix,85037,9225 West Elm Street,(602) 200-9494,Arizona Mentor Evergreen
385,Arizona,Phoenix,85037,8439 West Meadowbrook Avenue,(602) 200-9494,Arizona Mentor Meadowbrook
386,Arizona,Phoenix,85012,3636 North Central Avenue,(602) 234-3733x2527,Arizonas Children Association
387,Arizona,Phoenix,85086,35005 North 27th Lane,(602) 471-5053,Ascend Behav Health and Wellness LLC Carefree
388,Arizona,Phoenix,85006,1111 East McDowell Road,(602) 839-2100,Banner University Medical Center Behavioral Health Center
389,Arizona,Phoenix,85006,1300 North 12th Street,(602) 521-3600,Banner University Medicine Behavioral Health Center
390,Arizona,Phoenix,85042,9014 South Central Avenue,(602) 230-7373,Bayless Healthcare Group
391,Arizona,Phoenix,85012,3620 North 3rd Street,(602) 230-7373x221,Bayless Healthcare Group DBA Bayless Integrated Healthcare
392,Arizona,Phoenix,85012,3033 North Central Avenue,(602) 230-7373,Bayless Healthcare Group DBA Integrated Health Center
393,Arizona,Phoenix,85012,77 East Columbus Avenue,(602) 230-7373,Bayless Therapeutic Wellness
394,Arizona,Phoenix,85040,1522 East Southern Avenue,(602) 243-1773,Black Family and Child Services Inc
395,Arizona,Phoenix,85004,2120 North Central Avenue,(602) 271-4500,Childhelp Childrens Center of Arizona
396,Arizona,Phoenix,85008,2770 East Van Buren Street,(602) 273-9999,Community Bridges Inc
397,Arizona,Phoenix,85023,18215 North 11th Drive,(602) 283-5267,Community Connections LLC
398,Arizona,Phoenix,85053,4025 West Bell Road,(623) 242-8460,Community Connections LLC
399,Arizona,Phoenix,85022,2301 East Greenway Road,(602) 535-8313,Community Connections LLC Greenway
400,Arizona,Phoenix,85044,3930 East Ray Road,(602) 685-1940x215,Community Provider of Enrichment Servs Behavioral Health
401,Arizona,Phoenix,85015,5062 North 19th Avenue,(480) 629-5994,Community Support Services Inc
402,Arizona,Phoenix,85085,34225 North 27th Drive,(602) 810-1210,Core Recovery LLC
403,Arizona,Phoenix,85033,6850 West Indian School Road,(623) 247-0464,CPLC Maryvale Community Service Center
404,Arizona,Phoenix,85020,9201 North 5th Street,(602) 331-5817,Desert Mission
405,Arizona,Phoenix,85015,5306 North 17th Avenue,(602) 249-6674,Destiny Sober Living
406,Arizona,Phoenix,85029,11024 North 28th Drive,(602) 944-6222,Devereux Advanced Behavioral Health Arizona
407,Arizona,Phoenix,85016,1616 East Indian School Road,(602) 254-6137,Ebony House Inc Childrens Behavioral Services
408,Arizona,Phoenix,85043,7725 West Wood Lane,(623) 215-2464,Emmarie Behavioral Home Care
409,Arizona,Phoenix,85041,2926 West Wayland Drive,(602) 276-2204,Emmarie Behavioral Home Care
410,Arizona,Phoenix,85013,715 West Mariposa Street,(602) 274-7318x109,Florence Crittenton Services of AZ Inc
411,Arizona,Phoenix,85028,5540 West Glendale Avenue,(480) 629-5994,Glendale CSS
412,Arizona,Phoenix,85007,1201 South 7th Avenue,(623) 236-2000,Haven Behavioral Hospital of Phoenix
413,Arizona,Phoenix,85012,45 East Monterey Way,(480) 641-1165,Lifeline Professional Counseling Servs
414,Arizona,Phoenix,85012,40 East Mitchell Drive,(602) 808-2800,Lifewell Behavioral Wellness
415,Arizona,Phoenix,85042,3540 East Baseline Road,(602) 323-3000,Lifewell Behavioral Wellness South Mountain Clinic
416,Arizona,Phoenix,85018,3530 East Indian School Road,(602) 224-5499,LLC Counseling Services
417,Arizona,Phoenix,85003,3737 North 7th Street,(602) 341-6540,Marc Community Resources Outpatient
418,Arizona,Phoenix,85008,2619 East Pierce Street,(480) 344-2000,Maricopa Medical Center Behavioral Health Annex
419,Arizona,Phoenix,85012,4041 North Central Avenue,(602) 279-5262,Native Health
420,Arizona,Phoenix,85021,2423 West Dunlap Avenue,(602) 279-5351,NHW Community Health Center
421,Arizona,Phoenix,85015,4414 North 19th Avenue,(602) 285-5550x318,Open Hearts
422,Arizona,Phoenix,85051,10240 North 31st Avenue,(602) 997-9006,Partners in Recovery LLC Metro Center Campus
423,Arizona,Phoenix,85016,1919 East Thomas Road,(602) 933-0990x1,Phoenix Childrens Hospital
424,Arizona,Phoenix,85021,8152 North 23rd Avenue,(602) 242-1238,PSA Behavioral Health Agency Youth Intake and Service Center
425,Arizona,Phoenix,85021,2255 West Northern Avenue,(602) 995-1767,PSA Behavioral Health Agency DBA Resilient Health
426,Arizona,Phoenix,85027,2545 West Quail Avenue,(602) 455-5700,Quail Run Behavioral Health
427,Arizona,Phoenix,85004,1014 North 2nd Street,(602) 340-1675,Resilient Health Art Awakenings/Adult Studio
428,Arizona,Phoenix,85021,8152 North 23rd Avenue,(602) 242-1238,Resilient Health Art Awakenings/Youth Studio
429,Arizona,Phoenix,85006,2701 North 16th Street,(602) 650-1212,RI International Wellness City
430,Arizona,Phoenix,85013,1308 West Camelback Road,(602) 252-9048,Rio Salado Behavioral Health System Inc
431,Arizona,Phoenix,85053,3847 West Port Royale Lane,(602) 235-0767,Roxbury Commons Residential LLC
432,Arizona,Phoenix,85006,1800 East Van Buren Street,(602) 251-8535,Saint Lukes Behavioral Health Center
433,Arizona,Phoenix,85016,2632 East Thomas Road,(602) 957-2507,Southwest Behavioral Health Services
434,Arizona,Phoenix,85040,4420 South 32nd Street,(602) 268-8748x3321,Southwest Behavioral Health Services Broadway Clinic
435,Arizona,Phoenix,85029,11221 North 28th Drive,(602) 997-2233,Southwest Behavioral Health Services Metro Outpatient Clinic
436,Arizona,Phoenix,85004,1101 North Central Avenue,(602) 307-5330,Southwest Center for HIV/AIDS
437,Arizona,Phoenix,85019,3640 West Osborn Road,(602) 269-5300,Southwest Network Osborn Clinic
438,Arizona,Phoenix,85032,3227 East Bell Road,(602) 652-3500,Southwest Network Saguaro
439,Arizona,Phoenix,85037,1840 North 95th Avenue,(623) 932-6950,Southwest Network Estrella Vista
440,Arizona,Phoenix,85034,2502 East Washington Street,(602) 685-1295,Stand Together and Recover Centers
