,Drug use disorders,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
88,"Nome Census Area, Alaska",2180,"2.37 (0.78, 5.45)","2.51 (0.99, 5.03)","2.97 (1.22, 6.04)","3.01 (1.38, 5.64)","4.67 (2.20, 8.60)","7.26 (3.53, 12.64)","8.70 (4.29, 15.40)","7.98 (3.67, 14.44)","236.74 (4.37, 1017.60)"
89,"North Slope Borough, Alaska",2185,"2.06 (0.43, 5.89)","1.95 (0.53, 4.88)","2.24 (0.74, 5.22)","2.15 (0.78, 4.74)","3.14 (1.31, 6.17)","5.46 (2.52, 10.25)","6.53 (2.94, 11.03)","5.68 (2.50, 10.62)","176.01 (-23.17, 1357.76)"
90,"Northwest Arctic Borough, Alaska",2188,"1.87 (0.53, 4.50)","1.87 (0.64, 4.08)","2.12 (0.77, 4.26)","2.31 (0.87, 4.89)","3.73 (1.51, 7.31)","5.61 (2.44, 11.02)","6.50 (2.83, 12.42)","5.62 (2.19, 11.37)","201.06 (-23.99, 1124.11)"
91,"Petersburg Borough, Alaska",2195,"1.63 (0.68, 3.10)","1.80 (0.88, 3.25)","2.50 (1.31, 4.23)","2.91 (1.57, 4.63)","5.38 (3.32, 8.25)","8.41 (5.75, 11.71)","9.86 (6.67, 13.79)","10.29 (6.67, 14.20)","529.44 (167.99, 1590.05)"
92,"Prince of Wales-Hyder Census Area, Alaska",2198,"1.63 (0.68, 3.10)","1.80 (0.88, 3.25)","2.50 (1.31, 4.23)","2.91 (1.57, 4.63)","5.38 (3.32, 8.25)","8.41 (5.75, 11.71)","9.86 (6.67, 13.79)","10.29 (6.67, 14.20)","529.44 (167.99, 1590.05)"
93,"Sitka City and Borough, Alaska",2220,"2.26 (0.82, 4.82)","2.40 (1.02, 4.68)","3.30 (1.54, 6.12)","3.99 (2.01, 6.91)","6.02 (3.34, 9.85)","9.45 (5.55, 14.26)","10.59 (6.38, 15.63)","9.90 (5.86, 14.79)","338.36 (78.12, 1192.60)"
94,"Skagway Municipality, Alaska",2230,"0.82 (0.30, 1.81)","0.97 (0.38, 1.96)","1.36 (0.52, 2.79)","1.74 (0.74, 3.47)","2.99 (1.43, 5.77)","5.03 (2.49, 8.74)","6.00 (2.87, 10.22)","5.67 (2.69, 10.04)","586.94 (134.33, 1891.04)"
95,"Southeast Fairbanks Census Area, Alaska",2240,"1.15 (0.46, 2.39)","1.27 (0.56, 2.44)","1.54 (0.65, 3.03)","1.92 (0.85, 3.73)","3.32 (1.58, 5.68)","5.54 (2.77, 10.03)","6.76 (3.11, 11.88)","6.40 (2.76, 11.71)","455.44 (99.41, 1463.34)"
96,"Valdez-Cordova Census Area, Alaska",2261,"1.06 (0.46, 2.12)","1.26 (0.53, 2.48)","1.73 (0.81, 3.18)","2.31 (1.11, 4.10)","4.00 (2.15, 6.59)","6.65 (3.75, 10.67)","8.40 (4.69, 12.72)","7.92 (4.23, 12.73)","647.03 (219.08, 1772.32)"
97,"Wrangell City and Borough, Alaska",2275,"1.63 (0.68, 3.10)","1.80 (0.88, 3.25)","2.50 (1.31, 4.23)","2.91 (1.57, 4.63)","5.38 (3.32, 8.25)","8.41 (5.75, 11.71)","9.86 (6.67, 13.79)","10.29 (6.67, 14.20)","529.44 (167.99, 1590.05)"
98,"Yakutat City and Borough, Alaska",2282,"0.82 (0.30, 1.81)","0.97 (0.38, 1.96)","1.36 (0.52, 2.79)","1.74 (0.74, 3.47)","2.99 (1.43, 5.77)","5.03 (2.49, 8.74)","6.00 (2.87, 10.22)","5.67 (2.69, 10.04)","586.94 (134.33, 1891.04)"
99,"Yukon-Koyukuk Census Area, Alaska",2290,"1.78 (0.75, 3.65)","2.00 (0.87, 4.06)","2.25 (1.04, 4.40)","2.70 (1.21, 5.15)","4.27 (2.18, 7.41)","7.29 (3.67, 12.63)","9.27 (4.65, 15.74)","8.80 (4.47, 15.54)","393.65 (93.67, 1272.05)"
100,Arizona,4,"1.58 (1.29, 1.88)","2.19 (1.90, 2.52)","3.05 (2.66, 3.47)","4.80 (4.36, 5.28)","7.72 (7.16, 8.31)","10.18 (9.61, 10.79)","12.86 (12.17, 13.58)","12.50 (11.65, 13.28)","692.20 (551.48, 865.33)"
101,"Apache County, Arizona",4001,"1.25 (0.66, 2.17)","1.34 (0.73, 2.24)","1.98 (1.08, 3.21)","2.94 (1.72, 4.93)","5.06 (3.13, 7.63)","9.01 (5.88, 12.88)","10.79 (7.24, 15.35)","10.98 (7.48, 15.80)","777.41 (337.55, 1654.48)"
102,"Cochise County, Arizona",4003,"1.18 (0.68, 1.93)","1.44 (0.88, 2.20)","2.16 (1.36, 3.12)","2.78 (1.96, 3.92)","4.72 (3.44, 6.31)","8.01 (6.09, 9.93)","10.71 (8.67, 13.00)","10.59 (8.41, 12.95)","800.02 (414.74, 1533.49)"
103,"Coconino County, Arizona",4005,"0.92 (0.50, 1.52)","1.18 (0.66, 1.96)","1.64 (0.95, 2.64)","2.15 (1.27, 3.28)","4.78 (3.09, 6.80)","6.29 (4.55, 8.36)","9.16 (6.75, 11.71)","7.87 (5.81, 10.35)","755.95 (355.28, 1610.92)"
104,"Gila County, Arizona",4007,"1.80 (1.03, 2.93)","2.28 (1.40, 3.52)","3.52 (2.21, 5.29)","5.28 (3.48, 7.54)","9.03 (6.41, 12.26)","13.72 (10.41, 17.46)","18.78 (14.91, 23.27)","20.69 (15.94, 25.44)","1051.60 (571.31, 2060.34)"
105,"Graham County, Arizona",4009,"1.50 (0.84, 2.45)","1.86 (1.10, 2.85)","2.65 (1.60, 4.01)","3.78 (2.41, 5.48)","6.02 (4.16, 8.14)","10.23 (7.67, 13.45)","14.21 (10.97, 18.05)","13.29 (10.17, 17.01)","787.72 (414.10, 1539.87)"
106,"Greenlee County, Arizona",4011,"1.23 (0.61, 2.23)","1.47 (0.77, 2.51)","2.10 (1.14, 3.51)","2.82 (1.57, 4.51)","4.96 (3.01, 7.67)","7.86 (4.98, 11.30)","9.89 (6.37, 14.01)","10.39 (6.60, 14.78)","741.53 (342.10, 1682.64)"
107,"La Paz County, Arizona",4012,"1.84 (1.10, 2.84)","2.26 (1.44, 3.24)","3.34 (2.17, 4.93)","4.31 (2.99, 6.02)","5.27 (3.92, 6.86)","9.51 (7.56, 11.73)","11.13 (8.88, 13.44)","13.33 (11.10, 15.91)","623.34 (359.02, 1149.80)"
108,"Maricopa County, Arizona",4013,"1.50 (1.12, 1.92)","2.18 (1.76, 2.64)","2.92 (2.36, 3.54)","4.83 (4.20, 5.47)","7.12 (6.41, 7.85)","9.68 (8.95, 10.51)","12.08 (11.27, 12.95)","11.70 (10.83, 12.53)","678.39 (499.42, 955.44)"
109,"Mohave County, Arizona",4015,"1.26 (0.76, 1.95)","1.65 (1.06, 2.39)","3.03 (1.96, 4.44)","4.18 (2.94, 5.85)","7.46 (5.59, 9.66)","12.49 (9.94, 15.39)","21.59 (18.49, 25.10)","19.48 (16.55, 22.66)","1450.13 (855.35, 2519.58)"
110,"Navajo County, Arizona",4017,"1.42 (0.78, 2.35)","1.77 (1.01, 2.83)","2.41 (1.40, 3.85)","3.38 (2.08, 5.21)","6.31 (4.26, 8.86)","10.54 (7.74, 13.90)","15.47 (11.75, 19.86)","16.29 (12.31, 20.61)","1045.20 (533.79, 2119.33)"
111,"Pima County, Arizona",4019,"2.05 (1.46, 2.76)","2.81 (2.11, 3.62)","4.16 (3.22, 5.24)","6.38 (5.35, 7.53)","12.67 (11.15, 14.22)","13.63 (12.30, 15.07)","16.22 (14.72, 17.75)","16.13 (14.63, 17.67)","684.87 (473.63, 989.59)"
112,"Pinal County, Arizona",4021,"1.46 (0.84, 2.37)","1.77 (1.12, 2.64)","2.32 (1.51, 3.42)","3.84 (2.66, 5.30)","5.68 (4.20, 7.37)","7.81 (6.12, 9.76)","10.31 (8.51, 12.15)","8.92 (7.38, 10.67)","511.29 (261.13, 995.84)"
113,"Santa Cruz County, Arizona",4023,"1.41 (0.71, 2.47)","1.61 (0.88, 2.64)","2.08 (1.19, 3.32)","2.95 (1.84, 4.49)","4.04 (2.66, 5.71)","5.50 (3.83, 7.34)","6.84 (4.84, 9.18)","6.85 (4.81, 9.23)","385.79 (141.98, 941.80)"
114,"Yavapai County, Arizona",4025,"1.43 (0.87, 2.19)","1.92 (1.26, 2.75)","2.69 (1.78, 3.91)","4.02 (2.87, 5.30)","6.05 (4.55, 7.72)","10.24 (8.27, 12.29)","14.55 (12.21, 17.10)","14.63 (12.31, 16.93)","926.71 (539.04, 1622.97)"
115,"Yuma County, Arizona",4027,"1.84 (1.10, 2.84)","2.26 (1.44, 3.24)","3.34 (2.17, 4.93)","4.31 (2.99, 6.02)","5.27 (3.92, 6.86)","9.51 (7.56, 11.73)","11.13 (8.88, 13.44)","13.33 (11.10, 15.91)","623.34 (359.02, 1149.80)"
116,Arkansas,5,"0.46 (0.39, 0.55)","0.63 (0.54, 0.72)","0.95 (0.83, 1.08)","1.44 (1.30, 1.62)","2.65 (2.42, 2.89)","5.18 (4.80, 5.55)","7.46 (6.95, 7.98)","8.17 (7.52, 8.82)","1661.75 (1342.13, 2021.93)"
117,"Arkansas County, Arkansas",5001,"0.45 (0.24, 0.78)","0.56 (0.30, 0.95)","0.81 (0.44, 1.43)","1.14 (0.65, 1.76)","1.91 (1.16, 3.02)","3.63 (2.25, 5.52)","4.62 (2.87, 6.85)","5.18 (3.09, 7.83)","1053.33 (492.08, 2292.01)"
118,"Ashley County, Arkansas",5003,"0.72 (0.36, 1.30)","0.92 (0.48, 1.56)","1.33 (0.69, 2.25)","1.88 (1.05, 3.08)","3.19 (1.91, 4.94)","5.87 (3.78, 8.38)","7.80 (5.07, 11.41)","8.46 (5.70, 12.07)","1071.46 (507.68, 2278.83)"
119,"Baxter County, Arkansas",5005,"0.51 (0.26, 0.93)","0.77 (0.43, 1.23)","1.20 (0.69, 1.91)","1.97 (1.20, 2.92)","3.86 (2.55, 5.32)","7.41 (5.41, 10.06)","10.18 (7.56, 13.35)","12.51 (9.37, 16.34)","2332.89 (1165.18, 5060.43)"
120,"Benton County, Arkansas",5007,"0.30 (0.16, 0.51)","0.44 (0.24, 0.69)","0.67 (0.38, 1.04)","1.08 (0.68, 1.64)","2.07 (1.47, 2.82)","4.38 (3.22, 5.63)","6.56 (5.07, 8.05)","7.03 (5.59, 8.61)","2227.94 (1207.28, 4386.54)"
121,"Boone County, Arkansas",5009,"0.46 (0.22, 0.80)","0.63 (0.34, 1.00)","1.00 (0.55, 1.53)","1.57 (0.96, 2.36)","2.99 (1.99, 4.15)","5.89 (4.23, 7.99)","8.48 (6.26, 11.21)","9.54 (6.80, 12.68)","1987.63 (1035.30, 4312.46)"
122,"Bradley County, Arkansas",5011,"0.51 (0.23, 0.97)","0.60 (0.28, 1.09)","0.82 (0.39, 1.51)","1.14 (0.54, 1.96)","1.98 (1.03, 3.35)","3.55 (1.92, 5.91)","4.58 (2.52, 7.35)","4.71 (2.38, 8.10)","820.68 (314.52, 1990.70)"
123,"Calhoun County, Arkansas",5013,"0.44 (0.17, 0.88)","0.55 (0.22, 1.11)","0.76 (0.30, 1.53)","1.09 (0.48, 2.05)","1.91 (0.95, 3.54)","3.51 (1.82, 6.00)","4.78 (2.49, 8.13)","5.10 (2.64, 8.58)","1049.91 (363.32, 2774.35)"
124,"Carroll County, Arkansas",5015,"0.43 (0.22, 0.73)","0.64 (0.36, 1.07)","1.08 (0.61, 1.72)","1.76 (1.13, 2.62)","3.53 (2.35, 4.99)","6.63 (4.79, 8.95)","10.46 (7.96, 13.59)","11.19 (8.33, 14.61)","2506.57 (1357.52, 5171.07)"
125,"Chicot County, Arkansas",5017,"0.62 (0.32, 1.11)","0.73 (0.39, 1.25)","1.02 (0.55, 1.75)","1.43 (0.74, 2.44)","2.47 (1.38, 3.90)","4.47 (2.63, 7.04)","5.92 (3.66, 9.05)","6.35 (3.66, 9.89)","922.36 (404.86, 2023.56)"
126,"Clark County, Arkansas",5019,"0.35 (0.17, 0.67)","0.46 (0.22, 0.83)","0.67 (0.33, 1.19)","1.01 (0.53, 1.68)","1.77 (0.95, 2.85)","3.11 (1.78, 4.90)","4.55 (2.60, 6.96)","4.60 (2.72, 7.09)","1195.60 (528.84, 2716.43)"
127,"Clay County, Arkansas",5021,"0.48 (0.24, 0.85)","0.64 (0.34, 1.07)","0.99 (0.52, 1.75)","1.45 (0.79, 2.37)","2.60 (1.46, 4.12)","5.02 (3.06, 7.64)","6.68 (4.11, 9.97)","7.57 (4.53, 11.50)","1461.15 (649.64, 3127.87)"
128,"Cleburne County, Arkansas",5023,"0.48 (0.23, 0.86)","0.66 (0.35, 1.12)","0.99 (0.55, 1.65)","1.45 (0.88, 2.31)","2.70 (1.73, 4.01)","4.65 (3.13, 6.59)","6.48 (4.52, 9.06)","7.22 (4.97, 9.95)","1399.41 (702.89, 2912.48)"
129,"Cleveland County, Arkansas",5025,"0.34 (0.15, 0.64)","0.42 (0.20, 0.74)","0.59 (0.26, 1.08)","0.81 (0.38, 1.52)","1.36 (0.69, 2.37)","2.43 (1.36, 4.06)","3.23 (1.85, 5.37)","3.52 (1.96, 5.74)","929.45 (413.35, 2077.28)"
130,"Columbia County, Arkansas",5027,"0.58 (0.28, 1.04)","0.73 (0.39, 1.21)","1.01 (0.53, 1.66)","1.44 (0.84, 2.34)","2.46 (1.48, 3.81)","4.51 (2.98, 6.67)","6.03 (3.94, 8.56)","6.61 (4.25, 9.44)","1032.51 (481.57, 2334.42)"
131,"Conway County, Arkansas",5029,"0.48 (0.23, 0.86)","0.66 (0.34, 1.11)","1.06 (0.56, 1.76)","1.66 (0.97, 2.60)","3.27 (2.04, 4.92)","6.15 (4.23, 8.82)","9.29 (6.47, 12.84)","10.66 (7.26, 14.45)","2132.86 (1072.73, 4492.99)"
132,"Craighead County, Arkansas",5031,"0.58 (0.33, 0.97)","0.77 (0.47, 1.17)","1.19 (0.75, 1.75)","1.86 (1.25, 2.67)","3.32 (2.39, 4.49)","6.78 (5.06, 8.75)","9.61 (7.51, 11.91)","8.93 (7.01, 11.12)","1427.12 (797.05, 2686.72)"
133,"Crawford County, Arkansas",5033,"0.41 (0.21, 0.70)","0.62 (0.36, 0.99)","1.07 (0.67, 1.65)","1.85 (1.20, 2.66)","3.72 (2.62, 5.15)","8.59 (6.57, 11.11)","11.92 (9.45, 14.77)","12.76 (10.02, 15.87)","3034.48 (1625.76, 5966.74)"
134,"Crittenden County, Arkansas",5035,"0.63 (0.36, 1.03)","0.85 (0.49, 1.34)","1.17 (0.71, 1.81)","1.76 (1.06, 2.67)","2.94 (1.88, 4.29)","5.45 (3.68, 7.73)","7.67 (5.26, 10.58)","8.13 (5.64, 11.05)","1191.12 (583.78, 2280.80)"
135,"Cross County, Arkansas",5037,"0.61 (0.29, 1.13)","0.84 (0.45, 1.50)","1.27 (0.70, 2.10)","1.80 (0.99, 3.02)","3.33 (1.92, 5.15)","6.32 (3.84, 9.66)","8.09 (5.01, 12.03)","9.21 (5.68, 13.94)","1409.86 (658.35, 2920.28)"
136,"Dallas County, Arkansas",5039,"0.35 (0.15, 0.66)","0.43 (0.19, 0.85)","0.62 (0.26, 1.20)","0.91 (0.40, 1.69)","1.62 (0.77, 3.03)","2.96 (1.41, 5.09)","3.99 (2.05, 6.77)","4.16 (2.01, 7.24)","1084.57 (433.49, 2805.38)"
137,"Desha County, Arkansas",5041,"0.57 (0.27, 1.04)","0.70 (0.36, 1.27)","1.03 (0.51, 1.80)","1.37 (0.70, 2.35)","2.34 (1.27, 3.73)","4.34 (2.66, 6.89)","5.71 (3.26, 8.87)","5.75 (3.24, 9.02)","903.37 (381.37, 2096.92)"
138,"Drew County, Arkansas",5043,"0.60 (0.27, 1.12)","0.75 (0.38, 1.33)","1.09 (0.55, 1.89)","1.58 (0.83, 2.69)","2.55 (1.48, 3.94)","4.76 (2.81, 7.14)","6.18 (3.69, 8.84)","6.62 (4.14, 9.88)","1009.01 (416.42, 2423.60)"
139,"Faulkner County, Arkansas",5045,"0.35 (0.18, 0.60)","0.45 (0.26, 0.72)","0.72 (0.41, 1.11)","1.13 (0.70, 1.72)","2.00 (1.31, 2.84)","4.54 (3.26, 6.17)","6.48 (4.79, 8.45)","7.16 (5.32, 9.32)","1953.99 (1002.57, 4048.75)"
140,"Franklin County, Arkansas",5047,"0.34 (0.15, 0.60)","0.53 (0.26, 0.90)","0.93 (0.50, 1.56)","1.65 (0.91, 2.75)","3.40 (2.09, 5.11)","6.50 (4.40, 9.21)","9.74 (6.54, 13.49)","12.38 (8.52, 17.25)","3543.91 (1788.93, 7661.07)"
141,"Fulton County, Arkansas",5049,"0.57 (0.29, 1.00)","0.85 (0.46, 1.46)","1.45 (0.85, 2.36)","2.31 (1.41, 3.45)","4.25 (2.71, 6.30)","8.34 (5.75, 11.50)","11.80 (8.38, 16.05)","13.18 (9.05, 17.96)","2229.38 (1164.41, 4515.92)"
142,"Garland County, Arkansas",5051,"0.59 (0.32, 1.02)","0.82 (0.46, 1.28)","1.29 (0.76, 2.01)","2.07 (1.27, 3.06)","3.68 (2.52, 5.16)","7.86 (5.73, 10.37)","10.24 (7.81, 13.17)","12.02 (9.25, 15.10)","1920.64 (1003.40, 3800.38)"
143,"Grant County, Arkansas",5053,"0.32 (0.15, 0.60)","0.42 (0.20, 0.74)","0.63 (0.30, 1.09)","0.94 (0.47, 1.64)","1.82 (0.98, 3.07)","3.44 (2.05, 5.39)","4.83 (2.80, 7.44)","5.90 (3.56, 8.89)","1721.34 (860.35, 3503.24)"
144,"Greene County, Arkansas",5055,"0.59 (0.28, 1.05)","0.83 (0.45, 1.37)","1.31 (0.74, 2.07)","2.06 (1.27, 3.09)","3.66 (2.45, 5.15)","7.68 (5.61, 10.10)","9.96 (7.37, 12.89)","11.33 (8.54, 14.78)","1810.85 (951.42, 3893.18)"
145,"Hempstead County, Arkansas",5057,"0.43 (0.19, 0.79)","0.57 (0.28, 1.01)","0.82 (0.41, 1.37)","1.19 (0.64, 1.99)","2.12 (1.21, 3.35)","3.72 (2.22, 5.76)","5.17 (3.11, 7.69)","5.68 (3.41, 8.64)","1235.51 (536.83, 2928.06)"
146,"Hot Spring County, Arkansas",5059,"0.35 (0.15, 0.64)","0.47 (0.23, 0.84)","0.71 (0.36, 1.26)","1.04 (0.56, 1.71)","1.99 (1.15, 3.21)","3.53 (2.22, 5.29)","5.18 (3.22, 7.67)","5.78 (3.68, 8.45)","1552.43 (749.55, 3496.74)"
147,"Howard County, Arkansas",5061,"0.47 (0.21, 0.87)","0.63 (0.30, 1.13)","0.95 (0.46, 1.65)","1.40 (0.70, 2.43)","2.55 (1.36, 4.13)","4.96 (2.86, 7.58)","6.65 (3.98, 10.22)","7.26 (4.25, 11.22)","1453.33 (685.64, 3168.72)"
148,"Independence County, Arkansas",5063,"0.38 (0.20, 0.66)","0.51 (0.28, 0.83)","0.80 (0.45, 1.33)","1.22 (0.72, 1.95)","2.19 (1.39, 3.12)","4.34 (2.98, 6.04)","6.13 (4.33, 8.35)","7.14 (4.89, 9.65)","1765.43 (915.50, 3535.03)"
149,"Izard County, Arkansas",5065,"0.49 (0.24, 0.85)","0.71 (0.37, 1.19)","1.21 (0.66, 1.98)","2.15 (1.19, 3.51)","3.74 (2.38, 5.71)","7.11 (4.66, 10.12)","11.20 (7.67, 15.57)","12.28 (8.23, 17.03)","2396.46 (1181.60, 5252.21)"
150,"Jackson County, Arkansas",5067,"0.51 (0.28, 0.82)","0.68 (0.39, 1.09)","1.08 (0.63, 1.72)","1.65 (1.02, 2.54)","3.01 (1.83, 4.61)","6.03 (3.96, 8.60)","8.81 (5.75, 12.19)","9.67 (6.16, 13.75)","1800.27 (919.86, 3456.44)"
151,"Jefferson County, Arkansas",5069,"0.37 (0.19, 0.63)","0.48 (0.27, 0.77)","0.68 (0.40, 1.10)","1.04 (0.63, 1.63)","1.75 (1.11, 2.66)","3.33 (2.24, 4.66)","4.38 (2.91, 6.11)","4.82 (3.29, 6.78)","1191.70 (573.02, 2662.46)"
152,"Johnson County, Arkansas",5071,"0.39 (0.18, 0.75)","0.57 (0.30, 0.95)","0.86 (0.48, 1.38)","1.39 (0.82, 2.17)","2.70 (1.69, 3.93)","5.62 (3.80, 7.88)","8.33 (5.84, 11.54)","9.33 (6.42, 12.60)","2301.04 (1081.23, 5263.41)"
153,"Lafayette County, Arkansas",5073,"0.54 (0.25, 0.96)","0.70 (0.33, 1.27)","1.02 (0.49, 1.81)","1.48 (0.78, 2.58)","2.44 (1.30, 4.08)","4.40 (2.49, 7.03)","5.92 (3.43, 9.23)","6.18 (3.40, 9.90)","1051.05 (416.51, 2458.68)"
154,"Lawrence County, Arkansas",5075,"0.53 (0.27, 0.98)","0.75 (0.39, 1.27)","1.23 (0.66, 2.05)","1.83 (1.06, 2.90)","3.15 (1.95, 4.73)","5.87 (3.78, 8.57)","8.42 (5.66, 11.94)","10.14 (6.77, 14.57)","1808.38 (968.70, 3571.83)"
155,"Lee County, Arkansas",5077,"0.64 (0.31, 1.20)","0.76 (0.36, 1.34)","0.99 (0.49, 1.74)","1.37 (0.71, 2.29)","2.43 (1.37, 3.98)","4.24 (2.38, 6.70)","5.28 (2.95, 8.26)","5.57 (3.02, 8.84)","765.81 (300.28, 1896.94)"
156,"Lincoln County, Arkansas",5079,"0.32 (0.13, 0.64)","0.38 (0.16, 0.74)","0.50 (0.22, 1.01)","0.71 (0.30, 1.36)","1.21 (0.57, 2.27)","2.18 (1.08, 3.88)","2.93 (1.50, 5.41)","3.07 (1.49, 5.56)","855.28 (327.42, 2043.92)"
157,"Little River County, Arkansas",5081,"0.47 (0.22, 0.82)","0.64 (0.33, 1.13)","0.99 (0.51, 1.68)","1.51 (0.80, 2.43)","2.79 (1.64, 4.44)","5.19 (3.19, 7.81)","7.02 (4.54, 10.17)","7.96 (5.15, 11.66)","1609.70 (785.24, 3504.14)"
158,"Logan County, Arkansas",5083,"0.45 (0.24, 0.79)","0.64 (0.34, 1.04)","1.03 (0.59, 1.67)","1.63 (0.95, 2.48)","3.09 (1.97, 4.63)","6.16 (4.21, 8.64)","10.36 (7.29, 14.35)","10.91 (7.66, 14.85)","2328.39 (1232.06, 4422.01)"
159,"Lonoke County, Arkansas",5085,"0.42 (0.21, 0.72)","0.57 (0.33, 0.93)","0.85 (0.50, 1.37)","1.30 (0.78, 2.01)","2.42 (1.53, 3.47)","4.71 (3.28, 6.56)","7.09 (5.21, 9.42)","8.37 (6.12, 10.72)","1915.61 (1020.51, 3903.18)"
160,"Madison County, Arkansas",5087,"0.27 (0.12, 0.48)","0.38 (0.19, 0.67)","0.60 (0.30, 1.06)","0.96 (0.52, 1.63)","1.85 (1.03, 3.00)","3.58 (2.12, 5.33)","5.49 (3.26, 8.65)","6.36 (3.89, 9.69)","2227.29 (1136.89, 4632.82)"
161,"Marion County, Arkansas",5089,"0.36 (0.17, 0.63)","0.53 (0.27, 0.96)","0.94 (0.51, 1.50)","1.46 (0.81, 2.26)","2.78 (1.72, 4.08)","5.52 (3.50, 7.72)","8.17 (5.41, 11.49)","9.61 (6.34, 13.41)","2594.11 (1292.77, 5821.25)"
162,"Miller County, Arkansas",5091,"0.52 (0.30, 0.90)","0.69 (0.38, 1.12)","0.96 (0.54, 1.52)","1.41 (0.82, 2.15)","2.53 (1.55, 3.76)","4.41 (2.90, 6.23)","5.74 (3.84, 8.03)","6.71 (4.43, 9.38)","1180.81 (574.04, 2329.12)"
163,"Mississippi County, Arkansas",5093,"0.61 (0.34, 1.00)","0.87 (0.51, 1.35)","1.35 (0.80, 2.12)","1.93 (1.18, 2.88)","3.64 (2.36, 5.43)","7.14 (4.97, 9.95)","10.92 (7.59, 15.42)","13.60 (9.77, 18.51)","2147.87 (1182.27, 4166.73)"
164,"Monroe County, Arkansas",5095,"0.60 (0.24, 1.16)","0.69 (0.31, 1.29)","0.95 (0.44, 1.79)","1.36 (0.61, 2.44)","2.17 (1.08, 3.70)","3.77 (2.08, 6.24)","4.93 (2.58, 8.23)","5.02 (2.63, 8.17)","743.45 (301.39, 1822.80)"
165,"Montgomery County, Arkansas",5097,"0.40 (0.20, 0.71)","0.55 (0.29, 0.91)","0.85 (0.46, 1.45)","1.28 (0.72, 2.14)","2.31 (1.39, 3.69)","4.05 (2.55, 6.17)","5.91 (3.83, 8.73)","6.62 (4.19, 9.70)","1574.44 (769.73, 3407.76)"
166,"Nevada County, Arkansas",5099,"0.46 (0.19, 0.88)","0.57 (0.26, 1.07)","0.84 (0.39, 1.57)","1.20 (0.59, 2.15)","2.10 (1.05, 3.59)","3.88 (2.06, 6.40)","5.02 (2.74, 8.25)","5.81 (3.22, 9.50)","1171.21 (558.19, 2598.97)"
167,"Newton County, Arkansas",5101,"0.40 (0.17, 0.76)","0.57 (0.25, 1.08)","0.92 (0.43, 1.73)","1.47 (0.70, 2.59)","2.82 (1.55, 4.83)","5.48 (3.26, 8.82)","7.81 (4.81, 11.95)","8.54 (5.02, 13.05)","2018.30 (976.20, 4537.07)"
168,"Ouachita County, Arkansas",5103,"0.51 (0.25, 0.95)","0.63 (0.32, 1.15)","0.88 (0.45, 1.50)","1.31 (0.71, 2.13)","2.29 (1.36, 3.53)","4.08 (2.60, 6.20)","5.53 (3.61, 7.94)","6.29 (4.01, 9.10)","1137.80 (530.04, 2664.05)"
169,"Perry County, Arkansas",5105,"0.44 (0.21, 0.84)","0.61 (0.30, 1.08)","0.96 (0.48, 1.64)","1.44 (0.76, 2.47)","2.63 (1.44, 4.29)","4.65 (2.64, 7.38)","6.74 (4.05, 9.92)","7.52 (4.47, 11.76)","1611.55 (752.47, 3284.28)"
170,"Phillips County, Arkansas",5107,"0.67 (0.33, 1.13)","0.83 (0.45, 1.42)","1.15 (0.63, 1.90)","1.59 (0.91, 2.69)","2.75 (1.57, 4.35)","4.71 (2.86, 7.17)","5.91 (3.66, 8.81)","6.47 (3.89, 9.50)","872.19 (388.78, 1938.18)"
171,"Pike County, Arkansas",5109,"0.42 (0.19, 0.78)","0.55 (0.27, 0.98)","0.80 (0.41, 1.48)","1.13 (0.58, 1.99)","2.00 (1.07, 3.32)","3.61 (2.03, 5.75)","5.04 (2.80, 7.95)","5.51 (3.03, 8.95)","1210.62 (637.66, 2518.87)"
172,"Poinsett County, Arkansas",5111,"0.73 (0.36, 1.37)","1.04 (0.54, 1.80)","1.62 (0.88, 2.71)","2.64 (1.56, 4.31)","4.38 (2.69, 6.52)","7.80 (5.26, 11.11)","12.79 (8.87, 17.84)","12.95 (8.84, 17.93)","1685.81 (814.81, 3626.26)"
173,"Polk County, Arkansas",5113,"0.55 (0.28, 0.94)","0.77 (0.41, 1.23)","1.25 (0.72, 2.01)","1.90 (1.16, 2.87)","3.43 (2.27, 5.13)","6.25 (4.36, 8.55)","8.84 (6.22, 12.24)","9.19 (6.39, 12.58)","1570.07 (806.22, 3134.95)"
174,"Pope County, Arkansas",5115,"0.39 (0.20, 0.67)","0.55 (0.30, 0.89)","0.92 (0.52, 1.47)","1.43 (0.90, 2.22)","2.94 (1.95, 4.16)","6.00 (4.28, 8.03)","9.40 (7.02, 12.36)","9.66 (7.22, 12.43)","2375.58 (1266.65, 4907.12)"
175,"Prairie County, Arkansas",5117,"0.45 (0.19, 0.90)","0.57 (0.25, 1.06)","0.80 (0.36, 1.47)","1.18 (0.51, 2.13)","2.00 (0.99, 3.45)","3.66 (1.94, 6.17)","5.14 (2.88, 8.22)","5.25 (2.78, 8.73)","1065.53 (487.55, 2466.11)"
